annee;cnc_numero;visa;titre;genre;nationalite;distributeur;classification;date_sortie;art_et_essai;etablissements_s1;titre_clean;distributeur_clean
1998;1998993263;093998;EL LADO OSCURO DEL CORAZON - LE COTE OBSCUR DU COEUR;COMEDIE DRAMATIQUE;CANADA;LES FILMS DU PARADOXE                                           ;TPA;1998-04-29;OUI;3;el lado oscuro del corazon - le cote obscur du coeur;les films du paradoxe                                           
2013;2012003306;138541;EL LIMPIADOR;SCIENCE FICTION;PEROU;BOBINE FILMS                                                    ;TP;2013-12-18;OUI;3;el limpiador;bobine films                                                    
2006;2006993285;115264;EL LOBO;THRILLER;ESPAGNE;ARTEDIS                                                         ;TPA;2006-04-26;NON;43;el lobo;artedis                                                         
2007;2006993861;116588;EL MANARA;DRAME;ALGERIE;LES FILMS DES DEUX RIVES                                        ;TP;2007-05-09;OUI;2;el manara;les films des deux rives                                        
2000;2000993731;099469;EL MAR;DRAME;ESPAGNE;GEMINI FILMS;16;2000-07-26;OUI;6;el mar;gemini films
2009;1900027311;123055;EL NINO PEZ;DRAME;ARGENTINE / FRANCE;MK2 FILMS;TP;2009-05-06;OUI;12;el nino pez;mk2 films
2008;2008083720;117098;EL OTRO;DRAME;ARGENTINE / FRANCE / ALLEMAGNE;TAMASA DISTRIBUTION                                             ;TP;2008-10-08;OUI;15;el otro;tamasa distribution                                             
2006;2006683822;116509;EL PERRO NEGRO;DOCUMENTAIRE;PAYS BAS;NOVOCINE                                                        ;TP;2006-11-15;OUI;5;el perro negro;novocine                                                        
2013;2012002566;134844;EL PREMIO;DRAME;FRANCE / MEXIQUE;ZELIG FILMS                                                     ;TP;2013-03-27;OUI;15;el premio;zelig films                                                     
2018;2016002215;144752;EL PRESIDENTE;DRAME;ARGENTINE / ESPAGNE / FRANCE;MEMENTO FILMS DISTRIBUTION                                      ;TP;2018-01-03;OUI;80;el presidente;memento films distribution                                      
2024;2022005444;158145;"	EL PROFESOR";COMEDIE DRAMATIQUE;FRANCE;CONDOR DISTRIBUTION;TP;2024-07-03;OUI;93;el profesor;condor distribution
2012;2009994174;124051;EL PUESTO;DOCUMENTAIRE;FRANCE;HEVADIS FILMS                                                   ;TP;2012-08-29;OUI;8;el puesto;hevadis films                                                   
2019;2017002866;147161;EL REINO;THRILLER;ESPAGNE / FRANCE;LE PACTE                                                        ;TP;2019-04-17;OUI;131;el reino;le pacte                                                        
2016;2013000879;127088;EL SICARIO ROOM 164;DOCUMENTAIRE;ETATS UNIS / FRANCE;LE CINEMATOGRAPHE                                               ;TP;2016-09-28;OUI;1;el sicario room 164;le cinematographe                                               
2017;2016004602;145939;EL SONADOR;DRAME;PEROU;BOBINE FILMS                                                    ;TP;2017-03-15;OUI;10;el sonador;bobine films                                                    
2024;2023004480;161339;ELAHA;DRAME;EUROPE;WAYNA PITCH;TP;2024-02-07;OUI;26;elaha;wayna pitch
2008;2008083409;118092;ELDORADO;COMEDIE;BELGIQUE / FRANCE;LES FILMS DU CHERCHE MIDI;TP;2008-06-18;OUI;56;eldorado;les films du cherche midi
1996;1996993213;089632;ELDORADO;COMEDIE DRAMATIQUE;CANADA;LES FILMS DU CHERCHE MIDI;TP;1996-03-13;OUI;12;eldorado;les films du cherche midi
2007;2006993931;116724;ELECTION 1;THRILLER;CHINE;ARP MERMOZ;12;2007-01-03;OUI;6;election 1;arp mermoz
2007;2006993930;116725;ELECTION 2;THRILLER;CHINE;ARP MERMOZ;12;2007-01-10;OUI;6;election 2;arp mermoz
2013;2012003778;136741;ELECTRICK CHILDREN;COMEDIE DRAMATIQUE;ETATS UNIS;SOCIETE D’EXPLOITATION DES FILMS MAJESTIC;TP;2013-06-26;OUI;21;electrick children;societe d’exploitation des films majestic
2001;2001083146;099816;ELECTROMENAGER;COMEDIE;FRANCE;GEMINI FILMS;TP;2001-03-14;OUI;25;electromenager;gemini films
2013;2012000166;132228;ELEFANTE BLANCO;DRAME;ESPAGNE / FRANCE;AD VITAM                                                        ;TP;2013-02-20;OUI;50;elefante blanco;ad vitam                                                        
2005;2005293139;111782;ELEKTRA;SCIENCE FICTION;ETATS UNIS;TWENTIETH CENTURY FOX FRANCE INC                                ;TP;2005-03-09;NON;547;elektra;twentieth century fox france inc                                
2016;2015000410;144111;ELEKTRO MATHEMATRIX;MUSICAL;FRANCE;BODEGA FILMS                                                    ;TP;2016-08-24;OUI;25;elektro mathematrix;bodega films                                                    
2023;2023001377;159658;ELEMENTAIRE;ANIMATION;ETATS UNIS;WALT DISNEY PICTURES FRANCE;TP;2023-06-21;NON;696;elementaire;walt disney pictures france
2012;2011000065;128708;ELENA;DRAME;RUSSIE;PYRAMIDE                                                        ;TP;2012-03-07;OUI;57;elena;pyramide                                                        
2004;2004003829;105131;ELENI;DRAME;GRECE / FRANCE / ITALIE;SOCIETE D’EXPLOITATION DES FILMS MAJESTIC;TP;2004-07-14;OUI;23;eleni;societe d’exploitation des films majestic
2020;2017000096;145765;ELEONORE;COMEDIE;FRANCE;ARP MERMOZ;TP;2020-09-23;NON;195;eleonore;arp mermoz
2003;2003283195;109026;ELEPHANT;DRAME;ETATS UNIS;MK2 FILMS;12;2003-10-22;OUI;158;elephant;mk2 films
2009;2008093963;118777;ELEVE LIBRE;DRAME;BELGIQUE / FRANCE;LES FILMS DU CHERCHE MIDI;12;2009-02-04;OUI;35;eleve libre;les films du cherche midi
2003;2003293847;109387;ELFE;COMEDIE;ETATS UNIS;METROPOLITAN FILMEXPORT                                         ;TP;2003-12-03;NON;347;elfe;metropolitan filmexport                                         
1998;1998393776;095506;ELIZABETH;AVENTURES;GRANDE BRETAGNE;PARAMOUNT PICTURES FRANCE                                       ;TP;1998-11-11;NON;88;elizabeth;paramount pictures france                                       
2007;2008393004;119182;ELIZABETH : L AGE D OR;DRAME;GRANDE BRETAGNE;STUDIOCANAL                                                     ;TP;2007-12-12;NON;173;elizabeth : l age d or;studiocanal                                                     
2022;2022001313;;ELIZABETH REGARDS SINGULIERS;DOCUMENTAIRE;GRANDE BRETAGNE;PATHE LIVE;TP;2022-06-02;NON;181;elizabeth regards singuliers;pathe live
2005;2005393471;113267;ELLA AU PAYS ENCHANTE;AVENTURES;GRANDE BRETAGNE;TF1 DROITS AUDIOVISUELS                                         ;TP;2005-05-11;NON;26;ella au pays enchante;tf1 droits audiovisuels                                         
2016;2015000275;140913;ELLE;COMEDIE DRAMATIQUE;FRANCE / ALLEMAGNE;SBS DISTRIBUTION                                                ;12;2016-05-25;OUI;304;elle;sbs distribution                                                
1996;1995093359;084701;ELLE;COMEDIE;FRANCE / PORTUGAL / SUISSE;LES FILMS DE L'ATALANTE;TP;1996-06-12;OUI;1;elle;les films de l'atalante
2024;2022000828;156479;"	ELLE & LUI & LE RESTE DU MONDE";COMEDIE;FRANCE;WILD BUNCH;TP;2024-06-19;;128;elle & lui & le reste du monde;wild bunch
2004;2004073866;108949;ELLE CRITIQUE TOUT;COMEDIE;FRANCE;ESPERANZA PRODUCTIONS                                           ;TP;2004-12-01;OUI;1;elle critique tout;esperanza productions                                           
2003;2003093372;100828;ELLE EST DES NOTRES;DRAME;FRANCE;AD VITAM                                                        ;TP;2003-09-24;OUI;18;elle est des notres;ad vitam                                                        
1999;1999293444;097364;ELLE EST TROP BIEN;COMEDIE;ETATS UNIS;SOCIETE D’EXPLOITATION DES FILMS MAJESTIC;TP;1999-06-30;NON;260;elle est trop bien;societe d’exploitation des films majestic
2000;1999093707;096474;ELLE ET LUI AU 14 EME ETAGE;COMEDIE DRAMATIQUE;FRANCE;MONDO FILMS;TP;2000-03-08;OUI;2;elle et lui au 14 eme etage;mondo films
2014;2013001218;136643;ELLE  L'ADORE;COMEDIE;FRANCE;STUDIOCANAL                                                     ;TP;2014-09-24;NON;315;elle l adore;studiocanal                                                     
2012;2010000188;125446;ELLE NE PLEURE PAS, ELLE CHANTE;DRAME;BELGIQUE  / LUXEMBOURG / FRANCE;PERSPECTIVE FILMS                                               ;TP;2012-10-17;OUI;1;elle ne pleure pas, elle chante;perspective films                                               
2008;2007084067;119140;ELLE S APPELLE SABINE;DOCUMENTAIRE;FRANCE;LES FILMS DU PARADOXE                                           ;TP;2008-01-30;OUI;23;elle s appelle sabine;les films du paradoxe                                           
2010;2009994322;123442;ELLE S'APPELAIT SARAH;DRAME;FRANCE;UGC DISTRIBUTION                                                ;TP;2010-10-13;OUI;338;elle s appelait sarah;ugc distribution                                                
2023;2023001465;159518;ELLE S'APPELLE BARBARA;DRAME;PORTUGAL;ALFAMA FILMS PRODUCTION;TP;2023-06-28;OUI;11;elle s appelle barbara;alfama films production
2012;2012002238;134314;ELLE S'APPELLE RUBY;COMEDIE;ETATS UNIS;TWENTIETH CENTURY FOX FRANCE INC                                ;TP;2012-10-03;OUI;43;elle s appelle ruby;twentieth century fox france inc                                
2013;2012001525;133575;ELLE S'EN VA;COMEDIE DRAMATIQUE;FRANCE;WILD BUNCH                                                      ;TP;2013-09-18;OUI;187;elle s en va;wild bunch                                                      
2012;1900027364;123165;ELLES;DRAME;POLOGNE / ALLEMAGNE / FRANCE;HAUT ET COURT DISTRIBUTION                                      ;12;2012-02-01;OUI;64;elles;haut et court distribution                                      
1998;1998093420;090643;ELLES;COMEDIE DRAMATIQUE;BELGIQUE-LUXEMBOURG / LUXEMBOURG / FRANCE;EUROZOOM                                                        ;TP;1998-08-12;NON;19;elles;eurozoom                                                        
2021;2021001426;155288;ELLES DANSENT;DOCUMENTAIRE;FRANCE;FIDELIO PRODUCTION;TP;2021-11-17;NON;18;elles dansent;fidelio production
2002;2002893389;105404;ELLING;COMEDIE;NORVEGE;PRETTY PICTURES                                                 ;TP;2002-07-10;OUI;12;elling;pretty pictures                                                 
2000;2000273166;099247;ELMO AU PAYS DES GRINCHEUX (THE ADVENTURES OF ELMO IN GROUCHLAND);COMEDIE;ETATS UNIS;SONY PICTURES TELEVISION DISTRIBUTION (FRANCE)                  ;TP;2000-03-15;NON;6;elmo au pays des grincheux (the adventures of elmo in grouchland);sony pictures television distribution (france)                  
2001;2001013337;090845;ELOGE DE L AMOUR;DRAME;FRANCE / SUISSE;ARP MERMOZ;TP;2001-05-16;OUI;8;eloge de l amour;arp mermoz
2006;2006993857;116501;ELSA ET FRED;COMEDIE;ESPAGNE;COLIFILMS DIFFUSION;TP;2006-12-20;OUI;17;elsa et fred;colifilms diffusion
2015;2015002934;143094;ELSER, UN HEROS ORDINAIRE;DRAME;ALLEMAGNE;SOPHIE DULAC DISTRIBUTION                                       ;12;2015-10-21;OUI;68;elser, un heros ordinaire;sophie dulac distribution                                       
2022;2022002079;156980;ELVIS;BIOGRAPHIE;AUSTRALIE;WARNER BROS. ENTERTAINMENT FRANCE;TP;2022-06-22;NON;662;elvis;warner bros. entertainment france
1997;1997073317;091677;ELVIS;DRAME;FRANCE;PIERRE GRISE DISTRIBUTION                                       ;TP;1997-09-03;OUI;3;elvis;pierre grise distribution                                       
2016;2016002120;144708;ELVIS & NIXON;COMEDIE;ETATS UNIS;WARNER BROS. ENTERTAINMENT FRANCE                               ;TP;2016-07-20;NON;103;elvis & nixon;warner bros. entertainment france                               
2000;2000593801;099791;ELVIS ET MARILYN;COMEDIE DRAMATIQUE;ITALIE;STELLA FILMS 5;TPA;2000-11-08;OUI;10;elvis et marilyn;stella films 5
2024;2023001413;159122;ELYAS;AVENTURES;FRANCE;STUDIOCANAL;12A;2024-07-03;;323;elyas;studiocanal
2013;2013001152;136872;ELYSIUM;SCIENCE FICTION;ETATS UNIS;SONY PICTURES RELEASING (FRANCE)                                ;TPA;2013-08-14;NON;489;elysium;sony pictures releasing (france)                                
2020;2020000836;152669;EMA;DRAME;CHILI;POTEMKINE FILMS;12;2020-09-02;OUI;90;ema;potemkine films
2017;2016001906;144610;EMBRASSE MOI;COMEDIE;FRANCE;HAUT ET COURT DISTRIBUTION                                      ;TP;2017-07-05;NON;82;embrasse moi;haut et court distribution                                      
1997;1997093481;089226;EMBRASSE MOI PASQUALINO;COMEDIE;ITALIE / FRANCE;PARAMOUNT PICTURES FRANCE                                       ;TP;1997-08-13;NON;19;embrasse moi pasqualino;paramount pictures france                                       
2002;2002093647;102779;EMBRASSEZ QUI VOUS VOUDREZ;COMEDIE;FRANCE / GRANDE BRETAGNE / ITALIE;UFD;TP;2002-10-09;OUI;416;embrassez qui vous voudrez;ufd
2023;2022006170;158586;EMET TILL;BIOGRAPHIE;ETATS UNIS;UNIVERSAL PICTURES INTERNATIONAL FRANCE SAS;TP;2023-02-08;NON;115;emet till;universal pictures international france sas
2024;2023000796;158907;EMILIA PEREZ;THRILLER;FRANCE;PATHE FILMS;TPA;2024-08-21;OUI;412;emilia perez;pathe films
2011;2007079984;123457;EMILIE JOLIE;ANIMATION;FRANCE;GEBEKA FILMS                                                    ;TP;2011-10-19;NON;208;emilie jolie;gebeka films                                                    
2023;2022004035;158940;EMILY;BIOGRAPHIE;GRANDE BRETAGNE;WILD BUNCH;TP;2023-03-15;OUI;158;emily;wild bunch
2017;2016004395;146041;EMILY DICKINSON A QUIET PASSION;HISTOIRE;GRANDE BRETAGNE;PANAME DISTRIBUTION                                             ;TP;2017-05-03;OUI;58;emily dickinson a quiet passion;paname distribution                                             
1997;1997293254;091400;EMMA L ENTREMETTEUSE;COMEDIE;ETATS UNIS;GAUMONT BUENA VISTA INTERNATIONAL;TP;1997-05-28;NON;51;emma l entremetteuse;gaumont buena vista international
2019;2019003231;152172;EMMA PEETERS;COMEDIE;Belgique;CFA PROGRAMMATION;TP;2019-12-18;OUI;3;emma peeters;cfa programmation
2024;2023002922;159686;EMMANUELLE;DRAME;FRANCE;PATHE FILMS;12;2024-09-25;OUI;360;emmanuelle;pathe films
2005;2005093435;107519;EMMENEZ MOI;COMEDIE;FRANCE;STUDIOCANAL                                                     ;TP;2005-07-13;NON;81;emmenez moi;studiocanal                                                     
2021;2018000981;150817;EMPATHIE;DOCUMENTAIRE;ESPAGNE;DESTINY FILMS;TP;2021-11-10;NON;12;empathie;destiny films
2023;2022005640;158782;EMPIRE OF LIGHT;DRAME;ETATS-UNIS;WALT DISNEY PICTURES FRANCE;TP;2023-03-01;OUI;226;empire of light;walt disney pictures france
1996;1996293406;090293;EMPIRE RECORDS;COMEDIE;ETATS UNIS;WARNER BROS TRANSATLANTIC INC;TP;1996-07-17;NON;60;empire records;warner bros transatlantic inc
2022;2021001551;155818;EMPLOYE/PATRON;DRAME;URUGUAY;EUROZOOM;TP;2022-04-06;OUI;49;employe/patron;eurozoom
2020;2020000516;152445;EMPLOYEE'S ENTRANCE;DRAME;ETATS UNIS;WARNER BROS. ENTERTAINMENT FRANCE;TP;2020-07-01;OUI;15;employee s entrance;warner bros. entertainment france
1999;1999093467;094415;EMPORTE MOI;COMEDIE DRAMATIQUE;CANADA / SUISSE / FRANCE;LES FILMS DU CHERCHE MIDI;TP;1999-07-28;OUI;10;emporte moi;les films du cherche midi
2002;2002293185;104208;EMPRISE;HORREUR;ETATS UNIS;CTV INTERNATIONAL                                               ;16;2002-05-15;NON;122;emprise;ctv international                                               
2017;2017000391;146185;EN AMONT DU FLEUVE;DRAME;BELGIQUE;JHR FILMS;TP;2017-05-03;OUI;33;en amont du fleuve;jhr films
2022;2020000785;150831;EN ATTENDANT BOJANGLES;DRAME;FRANCE;STUDIOCANAL;TP;2022-01-05;NON;600;en attendant bojangles;studiocanal
1999;1999083310;093216;EN ATTENDANT LA NEIGE;COMEDIE DRAMATIQUE;FRANCE;CARA M;TP;1999-07-14;OUI;3;en attendant la neige;cara m
2024;2019001490;150590;EN ATTENDANT LA NUIT;DRAME;FRANCE;TANDEM;TP;2024-06-05;OUI;129;en attendant la nuit;tandem
2020;2020000741;153292;EN ATTENDANT LE CARNAVAL;DOCUMENTAIRE;BRESIL;JHR FILMS;TP;2020-10-07;OUI;18;en attendant le carnaval;jhr films
2005;2005083080;108618;EN ATTENDANT LE DELUGE;COMEDIE;FRANCE;CINE CLASSIC;TP;2005-02-23;OUI;10;en attendant le deluge;cine classic
